LVL,NAME,ID,HAND,TYPE,YEAR,P,RV/100,VELO,XR,EXT,ZR,AX,AY,AZ,HM,VM,TM,VD,RATE,SSH,SSV,sWHF,oWHF
A,A.J. Candelario,668826,R,SI,2022,62,-1.35,94.9,-1.7,6.5,5.4,-12.0,30.2,-13.4,-11.4,17.6,21.3,-12.6,2377,1.2,0.8,52.5,70.8
A,A.J. Labas,669332,R,SI,2021,32,1.41,88.6,-1.5,5.6,5.7,-14.3,25.1,-28.4,-15.6,4.2,16.2,-31.2,1933,-1.0,-2.8,37.1,32.1
A,A.J. Labas,669332,R,SI,2022,93,-0.86,89.7,-1.5,5.8,5.8,-14.1,25.6,-27.2,-15.1,5.4,16.1,-29.4,2209,-1.8,-3.7,37.4,34.1
A,A.J. Labas,669332,R,SI,2023,169,-1.18,91.1,-1.5,5.7,5.8,-14.7,27.4,-29.2,-15.4,3.2,15.8,-30.5,2187,-0.9,-3.2,40.8,39.8
A,A.J. Wilson,687954,L,FF,2024,46,1.48,89.2,-3.4,6.0,5.3,-1.9,26.2,-24.8,-2.0,7.8,8.4,-26.8,2213,4.2,2.1,49.6,29.3
A,Aaron Haase,700412,R,FF,2021,40,-3.62,92.4,-1.2,5.7,5.8,-6.9,31.2,-14.2,-7.2,18.6,20.2,-14.5,2536,2.4,1.0,56.6,62.7
A,Aaron Haase,700412,R,FF,2022,158,-0.39,92.2,-1.5,5.9,5.6,-9.5,28.4,-14.8,-9.7,17.6,20.5,-14.9,2502,1.2,0.8,49.8,51.7
A,Aaron Haase,700412,R,FF,2023,33,8.0,91.6,-1.4,6.0,5.6,-9.5,28.5,-14.8,-9.7,18.0,20.7,-15.1,2548,1.2,0.8,47.5,49.2
A,Aaron Haase,700412,R,SI,2022,48,-12.75,91.8,-1.5,5.9,5.6,-13.9,27.6,-16.4,-14.2,16.0,21.3,-16.8,2403,-1.8,-1.4,40.4,46.9
A,Aaron Holiday,701569,R,FF,2024,249,-2.65,94.2,-1.0,6.6,6.1,-5.7,31.7,-11.1,-5.5,20.2,21.0,-10.6,2425,0.4,0.1,52.8,62.8
A,Aaron Munson,815317,R,FF,2024,197,-0.16,92.2,-1.5,6.7,5.9,-1.9,29.4,-16.7,-1.9,15.4,15.7,-16.6,2344,2.1,0.2,49.0,41.9
A,Aaron Nixon,691004,R,FF,2024,578,-1.39,92.7,-0.4,6.2,5.7,-2.3,28.5,-23.0,-2.3,9.1,10.2,-22.6,2292,1.0,0.1,44.0,37.6
A,Aaron Rozek,702065,L,FF,2021,89,1.72,88.5,-0.9,6.1,6.2,-9.0,26.4,-16.3,-9.8,17.8,20.1,-18.1,2255,0.6,0.4,39.4,44.2
A,Aaron Shortridge,663336,R,FF,2022,71,4.38,89.4,-2.1,6.7,5.8,-6.4,26.9,-14.1,-7.0,18.7,20.1,-14.8,2278,1.6,0.6,45.1,46.6
A,Aaron Shortridge,663336,R,FF,2024,45,3.02,91.2,-1.9,6.7,6.1,-2.3,28.7,-16.1,-2.3,16.2,16.9,-16.2,2100,2.0,0.4,45.5,48.2
A,Adam Macko,671936,L,SI,2024,26,3.88,92.0,-1.3,5.7,5.7,-11.6,29.8,-16.8,-11.8,15.6,19.8,-17.3,2259,-0.2,-0.2,44.7,48.1
A,Adam Serwinowski,703445,L,FF,2024,431,1.98,93.9,-2.2,6.7,6.0,-4.9,29.5,-14.1,-4.7,17.2,18.0,-13.4,2582,4.2,1.5,68.8,56.8
A,Adam Serwinowski,703445,L,SI,2024,42,-4.67,94.2,-2.2,6.8,6.0,-10.9,30.3,-13.6,-10.1,17.8,20.5,-12.7,2530,1.0,0.6,50.0,68.9
A,Adam Stone,688636,R,FF,2023,148,0.17,93.9,-1.2,6.3,6.0,-3.9,27.5,-18.6,-3.7,13.2,13.9,-18.0,2576,3.4,1.5,55.6,46.8
A,Adam Wolf,663684,L,SI,2021,195,-0.57,90.0,-2.3,6.2,6.6,-11.1,27.0,-20.2,-11.6,12.6,17.5,-21.7,2056,-1.9,-1.5,39.3,34.5
A,Adrian Bohorquez,807974,R,FF,2024,102,2.27,94.5,-1.3,6.3,6.2,-9.9,32.0,-13.7,-9.4,17.6,19.9,-13.2,2488,1.9,1.1,51.3,65.4
A,Adrian Florencio,684876,R,FF,2021,516,0.81,92.4,-1.3,6.5,6.3,-6.8,27.9,-16.2,-6.7,15.9,17.4,-16.0,2107,3.0,1.6,44.6,47.6
A,Adrian Florencio,684876,R,SI,2021,395,1.28,92.8,-1.5,6.6,6.3,-11.0,28.4,-16.5,-10.7,15.4,18.8,-16.2,2122,-0.6,-0.4,38.8,50.6
A,Adrian Hernandez,681753,R,FF,2021,117,-4.97,91.4,-1.6,6.4,5.8,-10.8,27.9,-14.9,-10.9,17.8,21.1,-14.9,2140,0.6,0.4,42.9,55.1
A,Adrian Herrera,805155,R,FF,2024,65,1.58,90.0,-1.8,6.4,5.2,-10.5,30.0,-15.0,-10.9,18.2,21.0,-15.8,2261,1.7,1.2,51.9,58.2
A,Adrian Herrera,805155,R,SI,2024,49,-0.69,90.5,-1.8,6.4,5.1,-13.1,30.7,-15.9,-13.9,16.9,22.2,-16.5,2276,0.2,0.2,44.2,55.6
A,Aidan Anderson,689379,R,FF,2021,55,4.07,91.7,-1.9,6.1,6.0,-5.2,30.2,-14.4,-5.4,18.1,19.0,-14.9,2384,2.2,0.7,56.0,52.9
A,Al Pesto,663875,R,SI,2023,69,-3.0,92.1,-1.1,6.1,5.8,-13.6,29.5,-20.3,-13.8,12.2,18.1,-20.5,2233,0.4,0.5,43.5,42.6
A,Alan Perdomo,679595,R,SI,2024,467,0.96,94.2,-1.9,6.4,5.8,-15.6,30.9,-21.2,-15.0,10.6,18.7,-20.3,2069,-0.9,-1.1,42.5,46.9
A,Alberto Gonzalez,681298,R,FF,2021,106,0.45,92.9,-0.9,6.0,6.0,-8.2,29.1,-15.8,-8.2,16.4,18.5,-15.8,2430,2.1,1.3,49.6,50.0
A,Alec Willis,701650,R,FF,2024,32,4.12,88.7,-1.8,7.8,5.4,-6.8,28.7,-17.2,-7.2,15.6,17.2,-17.6,2385,2.1,1.0,53.8,48.9
A,Alejandro Gomez,702901,R,SI,2024,96,1.51,91.5,-1.1,5.8,5.8,-14.8,29.1,-21.5,-15.2,10.8,18.7,-22.1,2183,0.0,0.0,40.6,42.7
A,Alejandro Made,677660,R,SI,2021,151,-5.56,89.9,-2.9,5.5,6.1,-10.5,26.8,-23.0,-11.5,10.1,15.4,-25.1,2073,1.3,1.6,42.3,39.2
A,Alejandro Melean,678287,R,FF,2021,112,3.4,92.2,-1.2,6.4,5.9,-7.6,29.2,-13.2,-7.4,19.0,20.4,-13.3,2231,3.4,1.6,54.7,55.4
A,Alejandro Melean,678287,R,SI,2021,465,-2.36,92.3,-1.2,6.3,5.8,-11.3,29.0,-14.3,-11.4,17.9,21.3,-14.3,2249,1.0,0.7,46.6,54.7
A,Alessandro Ercolani,700344,R,FF,2023,661,0.91,93.6,-2.3,6.9,5.6,-6.8,29.7,-14.7,-6.5,16.8,18.2,-14.0,2170,1.7,0.7,51.9,52.1
A,Alex Amalfi,806334,R,FF,2022,121,-1.65,90.8,-1.5,7.0,5.7,-7.0,27.1,-15.7,-7.1,16.7,18.1,-16.0,2301,1.5,0.7,48.1,49.9
A,Alex Amalfi,806334,R,FF,2023,472,2.17,92.5,-1.8,6.9,5.7,-9.4,29.3,-15.4,-9.2,16.4,18.9,-15.2,2319,1.6,1.0,51.5,54.0
A,Alex Aquino,659821,R,SI,2021,32,-0.09,93.1,-2.9,6.8,5.7,-14.1,28.9,-17.8,-13.9,14.2,19.6,-17.8,2242,0.7,0.8,46.0,56.7
A,Alex Blandino,607468,R,FF,2024,32,-6.5,84.6,-1.0,6.2,6.0,-2.6,23.4,-19.2,-3.0,15.2,15.8,-22.9,2107,0.4,0.0,48.7,41.6
A,Alex Bustamante,806628,R,FF,2023,255,0.62,92.4,-2.6,6.2,5.8,-5.3,28.1,-20.2,-5.3,12.0,13.5,-20.2,2389,3.3,1.8,61.2,42.9
A,Alex Bustamante,806628,R,SI,2023,267,2.26,92.0,-2.8,6.2,5.8,-13.6,28.9,-22.8,-13.8,9.7,17.0,-23.1,2422,-2.1,-2.4,38.2,36.2
A,Alex Cornwell,676498,L,FF,2022,456,-1.77,90.9,-2.5,6.1,6.1,-6.3,27.1,-20.9,-6.5,11.8,13.7,-21.8,2036,1.2,0.8,48.0,44.9
A,Alex Faedo,656412,R,FF,2022,37,4.81,93.2,-1.8,6.0,6.6,-12.3,28.5,-14.2,-12.1,18.0,22.0,-14.0,2287,0.3,0.3,45.9,62.8
A,Alex Faedo,656412,R,SI,2022,50,-3.22,93.6,-1.9,6.0,6.5,-14.4,29.0,-14.6,-14.2,17.5,23.0,-14.3,2295,-0.8,-0.7,44.9,63.8
A,Alex Garbrick,687885,R,FF,2021,76,-2.87,92.3,-1.6,5.5,5.8,-9.7,29.5,-15.8,-10.0,16.6,19.8,-16.5,2251,3.0,2.3,62.1,63.0
A,Alex Garbrick,687885,R,FF,2022,139,-0.24,93.8,-1.8,5.6,5.8,-10.1,29.6,-16.0,-10.0,16.2,18.9,-15.9,2232,3.2,2.5,63.4,61.3
A,Alex Garbrick,687885,R,FF,2024,34,-3.41,91.4,-1.7,5.6,5.9,-10.2,28.4,-15.4,-10.6,17.6,20.4,-16.0,2227,1.8,1.2,54.5,58.8
A,Alex Garbrick,687885,R,SI,2021,56,-0.61,91.8,-1.7,5.5,5.9,-12.4,29.4,-17.2,-13.0,15.4,20.8,-17.8,2227,0.5,0.4,47.8,53.6
A,Alex Garbrick,687885,R,SI,2022,280,1.27,93.8,-1.8,5.5,5.8,-13.5,29.0,-17.3,-13.4,14.8,20.1,-17.2,2243,0.6,0.5,51.7,51.2
A,Alex Garbrick,687885,R,SI,2024,33,0.97,91.4,-1.8,5.7,5.8,-12.7,27.2,-19.1,-13.6,13.7,18.5,-20.3,2131,-1.0,-0.9,39.1,46.0
A,Alex McFarlane,686934,R,SI,2022,60,-8.78,96.0,-1.6,6.4,5.3,-13.8,31.0,-18.1,-12.9,13.0,18.4,-16.4,2700,1.4,1.3,49.3,60.9
A,Alex McFarlane,686934,R,SI,2023,536,-1.63,96.3,-1.6,6.3,5.2,-15.7,32.0,-19.0,-14.6,12.2,19.3,-17.7,2660,0.7,0.9,45.7,63.8
A,Alex McKenney,702914,R,SI,2021,219,1.55,92.7,-2.2,6.5,5.9,-16.0,29.8,-20.7,-15.6,11.4,19.4,-20.5,2219,0.8,1.1,42.1,47.4
A,Alex McKenney,702914,R,SI,2022,163,-3.21,92.7,-1.8,6.6,6.0,-15.7,28.5,-19.0,-15.4,12.8,20.0,-18.6,2221,0.6,0.7,45.8,49.6
A,Alex Nolan,691055,R,FF,2021,96,0.78,91.4,-1.5,6.1,6.3,-9.8,28.8,-17.0,-10.3,15.8,19.1,-17.6,2226,-2.3,-1.4,39.8,44.3
A,Alex Rao,702102,R,FF,2023,289,0.31,93.4,-1.5,6.4,5.9,-14.1,31.0,-16.5,-13.9,15.4,20.9,-16.1,2363,1.3,1.3,47.4,58.4
A,Alex Roth,689308,R,FF,2021,271,-1.3,90.7,-2.8,6.7,6.2,-7.1,28.0,-13.5,-7.2,19.0,20.5,-13.8,2429,1.2,0.5,47.9,40.3
A,Alexander Johnson,689564,R,FF,2022,123,-1.59,92.2,-0.5,5.9,6.7,-7.1,28.4,-14.3,-7.1,18.1,19.4,-14.6,2147,2.9,1.3,46.6,53.0
A,Alexander Johnson,689564,R,FF,2023,58,-0.59,93.0,-0.3,6.0,6.7,-9.2,27.6,-13.1,-9.3,18.8,21.0,-13.0,2268,0.6,0.3,46.4,58.8
A,Alexander Johnson,689564,R,FF,2024,142,-0.72,92.7,-0.7,6.2,6.2,-11.1,30.2,-13.6,-11.2,18.4,21.8,-13.6,2284,0.6,0.4,44.6,55.1
A,Alexander Johnson,689564,R,SI,2024,28,1.21,93.0,-0.9,6.2,6.2,-14.8,29.3,-15.0,-14.7,17.0,22.6,-14.8,2266,-1.7,-1.3,39.8,56.0
A,Alfred Vega,678758,R,FF,2021,26,4.04,91.6,-1.8,6.1,5.6,-8.4,27.8,-15.7,-8.6,16.9,19.4,-16.0,2212,2.2,1.1,54.5,55.9
A,Alfredo Ruiz,701619,L,FF,2022,400,3.62,88.4,-2.2,6.4,5.1,-12.2,26.0,-21.2,-13.4,12.0,18.2,-23.2,1944,-0.2,-0.3,39.7,41.8
A,Allen Facundo,702098,L,FF,2024,209,1.4,93.9,-0.2,6.1,6.1,-5.3,28.9,-17.4,-5.2,14.3,15.5,-16.9,2500,4.1,2.1,53.2,48.3
A,Allen Facundo,702098,L,SI,2024,35,1.8,91.2,-0.5,6.0,5.9,-13.2,29.9,-24.3,-13.4,8.2,17.3,-25.2,1948,-0.9,-1.4,40.0,23.7
A,Anders Tolhurst,689434,R,FF,2022,128,0.66,94.1,-1.6,6.2,6.3,-5.8,29.4,-14.4,-5.6,17.2,18.2,-13.9,2466,2.7,0.9,57.3,52.7
A,Anders Tolhurst,689434,R,FF,2023,106,-1.45,94.3,-1.5,6.3,6.1,-10.2,29.7,-14.4,-9.7,17.0,19.8,-14.0,2470,0.9,0.6,47.8,58.9
A,Anderson Munoz,674468,R,FF,2021,147,0.72,95.6,-2.1,6.2,5.5,-7.1,30.4,-15.9,-6.7,15.4,16.9,-14.9,2187,2.5,1.3,60.2,54.1
A,Anderson Munoz,674468,R,SI,2021,63,-0.35,92.0,-2.1,6.3,5.5,-14.4,28.7,-22.7,-14.4,9.2,17.4,-22.5,2028,-2.2,-2.8,40.5,39.3
A,Andre Granillo,701552,R,FF,2021,135,0.8,94.3,-0.9,6.0,6.3,-9.9,30.8,-13.6,-9.6,17.9,20.4,-13.3,2459,1.1,0.6,47.6,68.6
A,Andre Granillo,701552,R,FF,2022,160,0.67,93.2,-0.8,6.1,6.3,-10.1,29.8,-14.2,-10.0,17.8,20.6,-14.1,2314,0.6,0.4,45.5,56.6
A,Andrew Abbott,671096,L,FF,2021,62,2.37,92.5,-1.5,6.5,5.7,-8.3,28.6,-14.9,-8.2,17.0,18.9,-14.8,2348,0.8,0.4,47.0,52.2
A,Andrew Baker,687900,R,FF,2021,186,-2.34,96.2,-1.9,6.4,6.2,-10.6,31.5,-12.2,-9.8,18.4,21.0,-11.2,2511,1.0,0.6,54.9,73.3
A,Andrew Bash,687856,R,FF,2021,111,-5.66,90.5,-1.7,6.4,5.5,-7.4,26.9,-17.9,-7.7,14.9,17.0,-18.7,2314,3.3,2.1,49.2,45.2
A,Andrew Bash,687856,R,SI,2021,72,-0.43,90.2,-1.9,6.3,5.5,-12.4,27.8,-20.5,-13.0,12.1,18.2,-21.9,2304,-0.6,-0.6,41.9,39.3
A,Andrew Landry,815069,R,FF,2024,166,-1.96,92.8,-1.6,5.9,5.6,-8.3,30.3,-14.2,-8.4,18.0,19.8,-14.2,2497,2.2,1.2,58.2,64.2
A,Andrew Magno,687841,L,FF,2021,380,2.93,90.9,-0.6,5.9,6.1,-2.3,29.1,-15.1,-2.5,18.0,18.3,-16.0,2228,2.8,0.6,49.0,44.6
A,Andrew Marrero,687817,R,FF,2021,33,0.33,91.8,-1.3,6.2,5.5,-11.4,29.3,-15.1,-11.5,17.5,20.9,-15.2,2195,2.4,2.0,51.5,60.2
A,Andrew Marrero,687817,R,FF,2022,138,3.82,92.7,-1.1,6.1,5.7,-10.2,29.7,-13.2,-10.2,19.1,22.0,-13.3,2358,1.3,0.8,48.5,56.6
A,Andrew Marrero,687817,R,SI,2021,129,-8.47,92.3,-1.6,6.2,5.4,-14.9,28.6,-17.2,-15.0,15.1,21.4,-17.3,2222,0.6,0.6,44.9,54.2
A,Andrew Marrero,687817,R,SI,2022,79,1.19,92.3,-1.5,6.2,5.6,-14.0,29.1,-16.0,-14.2,16.3,21.7,-16.2,2316,-0.2,-0.3,42.7,52.1
A,Andrew Moore,621058,R,FF,2021,34,3.74,91.7,-0.4,6.7,6.2,-7.2,29.0,-11.4,-7.3,21.3,22.4,-11.2,2472,0.0,0.0,49.0,53.8
A,Andrew Moore,681097,R,SI,2022,36,-9.69,96.6,-1.8,7.0,5.3,-14.8,29.8,-15.6,-13.2,14.8,19.5,-14.1,2298,0.8,0.7,50.3,70.0
A,Andrew Morris,702193,R,FF,2023,352,2.39,94.3,-1.8,6.2,6.6,-5.6,29.5,-14.4,-5.3,17.0,18.0,-13.9,2133,1.6,0.6,52.9,53.7
A,Andrew Nardi,677053,L,FF,2021,145,1.7,93.3,-2.9,6.6,6.0,-9.7,30.0,-14.9,-9.5,16.7,19.1,-14.6,2353,2.7,2.0,54.6,56.6
A,Andrew Painter,691725,R,FF,2022,415,2.05,96.6,-2.2,6.3,6.7,-4.3,30.4,-12.4,-4.0,18.0,18.4,-11.3,2418,1.2,0.2,61.1,52.4
A,Andrew Sears,808825,L,FF,2024,522,1.12,92.8,-3.6,6.8,5.5,-9.4,29.7,-15.0,-9.2,16.7,19.2,-14.7,2328,3.5,2.4,63.3,65.5
A,Andrew Sears,808825,L,SI,2024,439,0.83,92.2,-3.5,6.9,5.5,-13.1,28.8,-18.6,-12.8,13.3,18.8,-18.3,2316,-0.5,-0.4,48.2,57.1
A,Andrew Walling,681003,L,FF,2022,60,0.87,93.8,-1.2,6.2,6.5,-2.8,27.6,-15.8,-2.6,15.8,16.2,-15.2,2223,1.4,0.3,49.8,44.3
A,Andrew Walling,681003,L,FF,2023,323,0.64,94.4,-1.4,6.0,6.5,-3.8,29.5,-15.0,-3.7,16.6,17.1,-14.5,2272,1.5,0.3,53.6,46.6
A,Andy Santana,672458,R,FF,2022,53,-8.47,93.2,-2.0,6.4,6.0,-10.0,30.4,-15.8,-9.8,16.1,18.7,-15.6,2311,2.1,1.4,52.6,56.2
A,Andy Santana,672458,R,SI,2022,110,-0.44,93.0,-2.2,6.4,6.0,-14.4,29.6,-17.3,-14.2,14.6,20.4,-17.0,2299,0.0,0.0,41.1,51.8
A,Angel Alfonseca,695227,L,SI,2023,52,2.31,90.6,-1.6,5.8,5.3,-11.6,28.5,-18.0,-12.1,15.0,19.3,-19.1,2374,2.0,2.0,47.5,49.7
A,Angel Cuenca,681450,R,FF,2021,110,-1.29,90.8,-1.8,6.5,5.6,-8.0,26.3,-16.4,-7.9,16.3,18.0,-16.6,2373,2.3,1.2,49.8,45.8
A,Angel Cuenca,681450,R,FF,2022,84,2.21,92.2,-1.3,6.3,5.6,-8.5,28.6,-16.6,-8.4,15.8,18.4,-16.4,2427,2.6,1.4,51.3,49.7
A,Angel Cuenca,681450,R,FF,2023,344,0.2,92.5,-1.5,6.3,5.8,-5.6,27.9,-16.0,-5.6,16.2,17.3,-15.8,2453,3.2,1.3,55.6,50.2
A,Angel Cuenca,681450,R,FF,2024,382,2.38,93.2,-1.7,6.2,5.7,-10.8,30.0,-16.5,-10.7,15.4,19.0,-16.2,2432,1.0,0.6,48.8,53.2
A,Angel Reyes,681938,R,SI,2022,178,2.98,93.6,-2.8,6.1,5.4,-16.0,28.8,-22.2,-15.8,9.8,18.9,-21.9,2418,-2.0,-2.6,39.2,49.9
A,Anthony Escobar,678673,R,FF,2021,27,3.3,91.9,-1.4,7.1,5.5,-12.0,28.8,-14.8,-11.8,17.5,20.9,-14.4,2311,1.6,1.2,52.0,62.9
A,Anthony Escobar,678673,R,FF,2022,234,-0.5,91.8,-1.3,6.9,5.7,-11.8,28.0,-15.1,-11.6,17.0,20.7,-14.9,2208,0.9,0.7,48.1,58.0
A,Anthony Escobar,678673,R,SI,2022,25,-7.72,92.2,-1.4,6.9,5.7,-17.3,29.9,-17.0,-16.8,15.1,22.8,-17.0,2224,-2.1,-2.1,41.8,57.2
A,Anthony Kay,641743,L,FF,2022,30,4.2,93.8,-2.0,5.7,6.0,-5.5,29.3,-17.8,-5.6,14.2,15.1,-17.8,2509,4.8,2.8,66.0,56.0
A,Anthony Narvaez,802083,R,FF,2024,46,-5.28,91.4,-1.6,6.2,6.0,-9.1,29.4,-15.0,-9.5,17.4,19.8,-15.4,2311,2.4,1.4,51.0,56.0
A,Anthony Nunez,689296,R,FF,2024,26,1.12,93.2,-2.3,6.3,5.7,-7.0,28.8,-16.1,-6.9,15.6,17.4,-16.0,2611,3.9,2.3,67.4,51.2
A,Anthony Solometo,696143,L,SI,2022,460,1.51,90.7,-2.5,6.7,5.4,-16.0,27.5,-22.0,-16.4,10.3,19.6,-22.6,2280,-0.6,-0.8,38.5,42.0
A,Anthony Zimmerman,688744,R,FF,2021,25,-1.24,89.9,-2.9,6.6,5.5,-10.2,26.7,-15.4,-10.6,17.4,20.4,-16.0,2374,3.0,2.2,54.7,51.4
A,Anthony Zimmerman,688744,R,SI,2021,122,5.55,90.4,-3.0,6.6,5.5,-12.5,27.3,-17.4,-13.0,15.4,20.2,-17.9,2396,0.8,0.8,49.4,51.9
A,Anton Kuznetsov,672412,L,FF,2021,107,0.95,87.0,-2.0,5.9,5.5,-11.1,25.9,-19.5,-12.7,14.5,19.6,-22.4,2098,2.0,2.1,41.1,38.0
A,Antwone Kelly,699008,R,FF,2024,435,0.83,94.2,-2.0,6.3,5.8,-9.5,30.5,-15.7,-9.1,15.8,18.5,-15.2,2291,2.1,1.4,55.5,57.3
A,Antwone Kelly,699008,R,SI,2024,85,0.88,94.4,-2.1,6.3,5.7,-13.7,30.5,-16.5,-13.2,14.8,19.9,-16.4,2331,0.0,0.0,43.4,57.0
A,Anyer Laureano,703242,R,FF,2024,295,0.84,96.8,-0.6,5.9,6.1,-11.7,34.0,-12.1,-11.0,18.6,21.8,-11.3,2686,1.0,0.6,48.1,83.4
A,Ariel Jurado,642558,R,FF,2022,25,4.36,91.3,-0.9,6.2,6.3,-0.6,28.0,-20.4,-0.6,12.2,13.9,-21.1,2186,4.1,0.9,45.8,42.4
A,Arij Fransen,687677,R,SI,2022,103,-3.22,90.6,-1.6,6.8,5.1,-14.5,26.1,-19.6,-14.6,12.7,19.5,-19.7,2137,0.8,1.0,44.9,52.2
A,Arij Fransen,687677,R,SI,2023,398,1.26,92.1,-1.6,6.9,5.1,-12.8,28.8,-18.4,-12.6,13.6,18.7,-18.1,2234,0.8,0.8,48.8,50.7
A,Art Warren,605521,R,FF,2024,48,2.5,93.2,-1.5,6.3,5.7,-3.4,28.9,-15.2,-3.4,16.4,17.0,-14.8,2317,3.2,1.0,56.8,51.6
A,Augusto Calderon,680601,R,SI,2023,291,-0.35,94.6,-1.6,5.4,5.6,-17.2,29.7,-22.9,-17.0,9.1,19.3,-22.4,2140,0.9,2.2,44.4,42.0
A,Augusto Calderon,680601,R,SI,2024,403,-0.61,95.8,-1.1,5.5,5.6,-16.5,31.4,-20.1,-15.8,11.5,19.8,-19.3,2230,0.7,1.1,45.4,52.7
A,Austin Bergner,666123,R,FF,2021,226,2.87,94.1,-1.8,7.0,6.2,-10.4,31.0,-12.8,-9.8,18.4,20.8,-12.1,2249,0.9,0.5,49.3,55.4
A,Austin Faith,688542,R,FF,2021,473,-0.21,91.6,-1.2,6.9,5.9,-8.9,25.9,-17.6,-8.9,14.3,16.8,-17.4,2319,1.0,0.6,48.3,45.4
A,Austin Troesser,809340,R,FF,2024,413,2.28,91.1,-1.3,7.1,5.9,-6.4,29.0,-12.3,-6.4,19.7,20.8,-12.3,2055,0.9,0.3,47.1,47.2
A,Bailey Dees,676442,R,FF,2022,57,6.63,92.1,-2.1,5.9,6.2,-9.9,28.5,-15.5,-10.0,16.8,19.7,-16.0,2395,3.6,2.7,55.8,55.9
A,Bailey Dees,676442,R,SI,2022,377,1.01,92.2,-2.4,6.0,6.2,-15.2,29.1,-16.6,-15.5,16.0,22.2,-16.9,2388,0.6,0.6,42.2,54.7
A,Bailey Ober,641927,R,FF,2022,40,1.08,91.4,-1.9,6.8,5.7,-7.3,29.0,-16.9,-7.4,15.3,17.2,-17.0,2215,2.8,1.6,51.9,47.6
A,Bailey Reid,690232,R,FF,2023,43,-3.44,93.9,-2.0,6.4,5.5,-8.8,28.3,-16.4,-8.5,15.4,17.4,-15.7,2466,1.9,1.1,57.9,53.0
A,Baron Stuart,685067,R,SI,2023,511,0.45,92.8,-2.3,5.5,6.3,-14.4,29.0,-21.9,-14.8,10.6,18.8,-22.4,2224,-1.1,-1.4,40.0,44.0
A,Beck Way,694360,R,SI,2021,302,-0.27,94.8,-1.8,6.4,5.3,-17.0,30.5,-21.2,-16.2,10.2,19.2,-20.0,2150,1.0,1.8,43.1,53.4
A,Ben Baggett,687892,R,FF,2022,152,4.13,94.0,-0.6,6.3,5.9,-7.4,29.5,-11.6,-7.1,20.0,21.3,-11.1,2261,1.5,0.6,54.7,53.0
A,Ben Brutti,804992,R,FF,2024,77,-3.34,91.9,-2.3,5.8,5.1,-10.8,28.3,-22.8,-11.3,9.7,15.0,-23.3,2266,2.2,3.1,51.9,50.3
A,Ben Brutti,804992,R,SI,2024,189,-0.22,91.6,-2.2,5.8,5.0,-14.9,28.3,-25.2,-15.5,7.2,17.2,-26.0,2291,-0.6,-1.1,42.3,41.3
A,Ben Ethridge,805998,R,FF,2023,339,2.55,90.3,-2.5,6.0,5.8,-8.9,27.5,-15.8,-9.5,17.4,19.9,-16.6,2449,1.4,0.9,48.2,50.8
A,Ben Ethridge,805998,R,FF,2024,149,-1.73,90.2,-1.9,5.8,5.7,-9.5,27.6,-17.1,-10.2,16.3,19.2,-18.0,2436,1.9,1.3,48.7,44.9
A,Ben Ethridge,805998,R,SI,2024,114,5.32,88.3,-2.1,5.8,5.4,-14.6,27.0,-24.6,-16.3,8.6,18.8,-27.8,2383,-2.6,-3.8,39.2,35.5
A,Ben Keizer,674056,L,SI,2021,182,-2.79,88.8,-1.9,6.2,5.4,-12.5,26.1,-23.4,-13.6,9.5,17.2,-25.4,2063,-1.3,-1.8,39.5,38.9
A,Ben Simon,815084,R,SI,2023,35,-3.2,94.4,-1.6,6.2,5.6,-15.1,30.8,-15.8,-14.5,15.6,21.4,-15.2,2350,0.6,0.5,45.3,62.7
A,Benito Garcia,681740,R,FF,2022,88,-2.66,91.8,-1.8,6.2,5.8,-6.9,26.6,-17.8,-7.1,14.4,16.2,-18.0,2423,2.7,1.6,53.2,47.2
A,Benito Garcia,681740,R,SI,2023,81,4.74,92.7,-2.2,6.2,5.6,-16.5,29.3,-21.2,-16.6,11.2,20.0,-21.0,2344,-2.9,-3.5,38.8,42.6
A,Benjamin Arias,684485,R,FF,2023,33,-7.52,90.6,-2.4,6.3,5.0,-9.6,27.3,-19.5,-9.8,13.1,16.8,-20.1,2358,3.0,3.0,55.9,42.8
A,Benjamin Arias,684485,R,FF,2024,140,0.03,92.9,-2.5,6.2,5.2,-14.0,30.5,-19.0,-14.0,13.2,19.2,-18.8,2424,1.4,1.6,45.1,63.3
A,Benjamin Arias,684485,R,SI,2023,275,-1.27,90.8,-2.5,6.4,5.1,-13.7,27.7,-20.8,-14.0,11.6,18.4,-21.5,2375,0.2,0.2,43.3,42.4
A,Benjamin Arias,684485,R,SI,2024,127,-2.76,93.0,-2.5,6.2,5.1,-16.2,29.3,-21.6,-16.2,10.4,19.4,-21.6,2427,-0.6,-0.8,39.7,49.9
A,Billy Lescher,676737,R,SI,2022,65,0.8,91.2,-2.2,6.5,5.0,-18.2,29.1,-21.1,-18.6,11.2,21.9,-21.6,2408,0.4,0.6,37.3,48.6
A,Blade Tidwell,694918,R,FF,2022,100,-0.11,96.0,-1.6,6.2,6.2,-13.6,31.4,-13.2,-12.6,17.6,21.9,-12.1,2302,1.9,1.5,52.5,68.5
A,Blade Tidwell,694918,R,SI,2022,41,4.05,95.7,-1.5,6.2,6.1,-14.7,31.8,-14.9,-13.9,16.4,21.6,-14.1,2288,0.9,0.8,46.7,67.2
