LVL,NAME,ID,HAND,TYPE,YEAR,P,RV/100,VELO,XR,EXT,ZR,AX,AY,AZ,HM,VM,TM,VD,RATE,SSH,SSV,sWHF,oWHF
AAA,Evan Sisk,681895,L,SI,2023,499,0.87,91.5,-4.1,6.6,4.8,-15.8,27.2,-31.8,-16.0,0.4,16.2,-32.4,1954,-0.7,-4.8,40.8,34.1
AAA,Evan Sisk,681895,L,SI,2024,410,3.08,91.5,-3.6,6.6,5.1,-15.6,28.1,-28.4,-15.7,3.8,16.4,-28.8,2064,-2.5,-5.6,42.1,39.7
AAA,Fernando Abad,472551,L,FF,2022,89,2.35,92.5,-0.3,5.7,6.1,-5.4,28.0,-17.7,-5.5,14.5,15.5,-17.9,2123,2.7,1.3,43.7,41.7
AAA,Fernando Abad,472551,L,FF,2023,81,-1.26,92.4,-0.2,5.7,6.1,-6.7,26.2,-18.4,-6.7,13.9,15.3,-18.4,2216,2.8,1.6,40.7,40.9
AAA,Fernando Abad,472551,L,SI,2022,231,0.98,92.4,-0.3,5.7,6.3,-11.7,27.5,-21.5,-12.0,10.9,16.4,-21.8,2139,-4.3,-3.5,38.7,34.0
AAA,Fernando Abad,472551,L,SI,2023,144,2.85,92.4,-0.2,5.7,6.2,-11.4,26.8,-21.2,-11.5,11.2,16.1,-21.1,2183,-2.8,-2.3,35.0,33.5
AAA,Fernery Ozuna,642271,R,SI,2022,138,-1.12,94.7,-2.6,6.2,5.0,-14.8,28.7,-18.6,-14.1,13.0,19.2,-17.9,2465,1.5,2.0,55.7,67.9
AAA,Fernery Ozuna,642271,R,SI,2023,452,-0.45,93.3,-2.0,6.2,5.3,-11.3,28.4,-17.0,-10.9,14.8,18.6,-16.6,2428,2.1,1.9,55.7,57.3
AAA,Fineas Del Bonta-Smith,687486,R,FF,2024,203,0.95,92.0,-1.8,6.5,5.3,-10.7,28.6,-17.3,-10.6,14.9,18.3,-17.4,2150,1.7,1.4,51.3,52.2
AAA,Fineas Del Bonta-Smith,687486,R,SI,2024,65,-4.35,90.8,-1.8,6.4,5.3,-9.7,27.2,-17.9,-10.0,14.8,17.8,-18.2,2068,1.9,1.5,48.7,47.5
AAA,Fitz Stadler,663587,R,FF,2024,48,-4.81,92.9,-2.3,6.6,6.5,-3.2,28.1,-18.6,-3.0,12.9,14.2,-18.0,2189,4.5,1.5,50.2,43.5
AAA,Florencio Serrano,677568,R,FF,2024,105,-5.18,92.2,-1.1,6.3,5.9,-6.6,27.9,-16.4,-6.6,16.0,17.3,-16.4,2031,1.2,0.6,45.2,44.8
AAA,Forrest Whitley,666215,R,FF,2022,246,2.2,95.0,-1.6,6.4,6.2,-8.6,28.2,-15.7,-8.0,15.5,17.2,-14.7,2467,1.9,1.1,52.2,52.2
AAA,Forrest Whitley,666215,R,FF,2023,111,0.88,95.2,-1.6,6.6,6.2,-8.0,29.5,-15.8,-7.6,15.1,16.9,-14.6,2458,2.5,1.5,55.5,51.6
AAA,Forrest Whitley,666215,R,FF,2024,45,2.67,97.8,-1.5,6.5,6.2,-8.7,31.1,-15.2,-7.8,14.9,16.9,-13.8,2399,2.2,1.1,56.9,56.1
AAA,Forrest Whitley,666215,R,SI,2022,72,-3.96,94.2,-1.6,6.4,6.1,-14.8,27.7,-19.4,-14.2,12.1,19.0,-18.4,2383,-2.5,-2.3,39.2,49.7
AAA,Forrest Whitley,666215,R,SI,2023,111,-1.97,95.6,-1.7,6.6,6.1,-16.8,29.5,-20.6,-15.5,10.6,19.1,-18.9,2382,-3.7,-4.1,40.2,45.2
AAA,Forrest Whitley,666215,R,SI,2024,231,4.19,97.3,-1.5,6.6,6.1,-15.0,31.0,-18.2,-13.3,12.6,18.9,-16.2,2366,-2.2,-2.0,40.9,53.6
AAA,Francis Peguero,677868,R,SI,2023,54,-4.89,94.6,-2.3,6.2,5.6,-11.6,28.2,-18.6,-11.0,12.8,17.1,-17.6,2136,1.4,1.4,50.6,49.5
AAA,Francis Pena,800212,R,FF,2024,36,-8.58,96.4,-0.8,7.0,5.6,-5.3,28.4,-19.2,-4.8,11.6,12.8,-17.1,2118,3.1,1.6,57.0,49.2
AAA,Francis Pena,800212,R,SI,2024,82,1.78,96.2,-0.7,7.0,5.6,-13.4,29.4,-25.0,-12.0,6.5,13.8,-22.0,2018,-3.8,-4.6,48.4,45.6
AAA,Francisco Morales,672839,R,FF,2023,29,1.03,93.0,-1.3,6.9,6.2,-12.2,28.2,-22.0,-11.5,10.2,16.2,-22.1,2070,-1.0,-1.0,44.0,36.5
AAA,Francisco Morales,672839,R,FF,2024,60,-6.7,93.9,-1.7,7.1,6.0,-13.7,26.6,-22.8,-12.6,8.9,15.6,-21.4,2267,-2.0,-2.3,43.3,32.2
AAA,Francisco Morales,672839,R,SI,2023,277,-0.92,94.6,-1.4,6.9,6.2,-17.9,30.6,-23.8,-16.7,7.8,18.8,-22.2,2121,-3.2,-4.8,46.2,43.2
AAA,Francisco Morales,672839,R,SI,2024,134,-4.05,94.1,-1.7,7.0,5.9,-17.1,28.9,-22.7,-16.2,8.8,18.6,-21.2,2287,-3.2,-4.2,41.2,37.4
AAA,Francisco Pérez,660906,L,FF,2023,151,-4.44,92.5,-0.3,5.8,6.4,-6.0,26.5,-16.0,-6.0,16.2,17.4,-16.0,2161,1.4,0.5,43.1,44.1
AAA,Francisco Pérez,660906,L,FF,2024,166,-5.3,92.2,-0.5,5.9,6.4,-7.0,26.7,-16.6,-7.0,15.7,17.2,-16.8,2131,1.0,0.4,41.2,42.9
AAA,Francisco Pérez,660906,L,SI,2023,154,1.45,91.9,-0.7,5.8,6.2,-11.6,26.0,-20.5,-11.8,12.0,16.9,-20.7,1998,-3.6,-2.6,40.1,36.8
AAA,Francisco Pérez,660906,L,SI,2024,72,-0.93,92.0,-0.7,5.9,6.3,-12.6,26.9,-19.4,-12.8,12.8,18.3,-19.5,2050,-3.8,-3.0,40.1,38.9
AAA,Franco Aleman,680916,R,FF,2024,108,3.71,93.6,-1.9,6.9,5.9,-10.7,30.8,-14.8,-10.2,16.7,19.4,-14.2,2401,2.6,1.8,59.2,63.7
AAA,Franco Aleman,680916,R,SI,2024,238,-0.39,94.8,-1.9,7.0,5.9,-14.0,31.4,-17.2,-13.2,13.8,19.1,-16.0,2366,0.5,0.5,48.4,55.2
AAA,Frank Duncan,641538,R,FF,2022,69,-10.87,90.0,-0.9,6.6,5.6,-8.4,24.3,-19.7,-8.6,12.8,15.9,-20.2,2215,2.1,1.6,43.7,45.0
AAA,Frank Duncan,641538,R,SI,2022,135,-9.91,89.4,-0.9,6.6,5.5,-14.6,24.4,-25.8,-15.1,6.7,16.3,-26.8,2016,-2.6,-4.0,39.7,31.2
AAA,Frank German,681464,R,FF,2023,253,-3.09,96.6,-1.8,6.8,6.4,-9.3,30.9,-15.7,-8.4,15.0,17.2,-14.2,2109,1.5,1.0,49.0,52.5
AAA,Frankie Scalzo Jr.,700794,R,FF,2024,221,-1.13,93.5,-1.8,6.2,6.1,-1.6,28.0,-17.8,-1.6,13.8,14.1,-17.4,2430,4.5,1.2,57.4,46.2
AAA,Franklyn Kilome,642584,R,FF,2023,68,-6.71,93.2,-1.7,6.5,6.3,-9.8,28.5,-18.3,-9.4,13.4,16.5,-17.7,2364,1.4,1.2,47.4,47.5
AAA,Fraser Ellard,686642,L,FF,2024,400,1.06,94.2,-2.9,5.9,5.8,-12.4,29.2,-17.1,-12.0,14.6,19.0,-16.6,2532,2.7,2.8,62.9,68.6
AAA,Fred Villarreal,670381,R,FF,2023,59,-2.44,86.6,-3.2,5.8,5.1,-4.3,24.1,-28.0,-4.9,4.9,7.9,-32.2,2058,1.0,2.0,43.5,36.4
AAA,Freddy Tarnok,676206,R,FF,2022,37,2.57,95.0,-1.7,5.8,6.5,-5.1,29.7,-12.6,-4.9,18.7,19.3,-12.3,2496,1.6,0.5,59.0,58.5
AAA,Freddy Tarnok,676206,R,FF,2023,206,3.01,94.0,-1.4,5.8,6.6,-4.1,26.6,-15.4,-4.0,16.3,17.0,-14.9,2521,2.3,0.7,52.7,44.4
AAA,Freddy Tarnok,676206,R,FF,2024,289,-1.73,94.8,-1.2,5.8,6.8,-4.9,29.5,-14.3,-4.7,17.2,18.0,-13.7,2436,1.2,0.4,52.9,51.0
AAA,Gabe Klobosits,656620,R,FF,2022,118,-3.3,93.3,-2.5,6.5,6.9,-5.4,27.3,-15.8,-5.2,15.8,17.0,-15.2,2288,3.0,1.2,50.3,45.7
AAA,Gabe Klobosits,656620,R,FF,2023,126,-4.13,94.0,-2.5,6.7,6.8,-7.2,28.6,-16.1,-6.7,15.3,16.7,-15.3,2159,3.2,1.8,48.6,49.0
AAA,Gabe Klobosits,656620,R,SI,2023,58,3.03,94.2,-2.5,6.8,6.7,-13.4,28.2,-22.4,-12.6,9.3,15.6,-21.1,2077,-2.8,-3.0,43.6,30.2
AAA,Gabe Mosser,682077,R,FF,2024,192,-5.53,90.8,-2.4,6.5,5.9,-5.6,24.4,-18.4,-5.7,13.9,15.1,-18.5,2303,3.0,1.6,50.1,44.6
AAA,Gabe Mosser,682077,R,SI,2024,730,-0.22,90.2,-2.7,6.7,5.7,-12.5,23.7,-25.3,-12.8,7.1,14.8,-25.9,2244,-2.7,-3.6,38.4,37.3
AAA,Gabe Speier,642100,L,FF,2024,63,6.03,92.3,-1.5,5.7,5.4,-9.6,27.6,-18.3,-9.8,14.2,17.3,-18.6,2148,3.3,2.9,55.3,57.3
AAA,Gabe Speier,642100,L,SI,2024,43,2.12,91.8,-1.7,5.7,5.3,-15.5,27.7,-26.0,-16.1,6.4,17.3,-26.6,1982,-2.7,-4.7,41.8,34.1
AAA,Gabriel Ponce,676362,R,FF,2023,169,0.18,91.6,-2.3,6.1,5.5,-12.4,26.9,-19.0,-12.7,13.4,18.5,-19.4,2074,1.2,1.3,47.1,46.9
AAA,Garrett Acton,670183,R,FF,2022,463,-2.04,96.2,-2.6,5.9,6.0,-8.2,29.5,-14.4,-7.6,16.6,18.3,-13.3,2462,1.9,1.0,64.1,60.2
AAA,Garrett Acton,670183,R,FF,2023,331,2.13,95.4,-2.3,5.9,6.1,-6.9,30.2,-13.1,-6.6,18.0,19.3,-12.4,2421,2.2,1.0,65.4,62.4
AAA,Garrett Cleavinger,664076,L,FF,2022,162,-1.22,95.6,-1.3,6.2,5.3,-9.6,28.9,-16.9,-9.1,14.2,17.0,-15.6,2317,2.4,1.8,60.0,53.4
AAA,Garrett Cleavinger,664076,L,SI,2022,29,-1.48,95.5,-1.3,6.2,5.3,-16.2,28.3,-22.4,-15.1,9.2,18.4,-20.9,2344,-3.4,-3.6,40.7,41.4
AAA,Garrett Crochet,676979,L,FF,2023,64,1.8,96.2,-1.8,7.2,6.1,-8.0,29.3,-13.8,-7.0,16.3,17.7,-12.2,2340,2.9,1.5,57.7,62.9
AAA,Garrett Davila,663657,L,FF,2023,627,-0.72,89.8,-1.4,5.4,5.4,-12.8,26.8,-21.9,-13.9,11.0,17.9,-23.9,2112,2.1,3.4,40.6,42.9
AAA,Garrett Davila,663657,L,SI,2023,202,1.19,88.8,-1.5,5.4,5.2,-15.9,26.0,-29.3,-17.7,3.1,18.0,-32.7,2064,-1.0,-3.7,43.9,31.2
AAA,Garrett Hill,682051,R,FF,2023,289,-1.84,92.8,-2.7,6.3,5.5,-9.6,28.8,-16.9,-9.5,15.0,17.8,-16.9,2158,1.0,0.7,54.3,56.9
AAA,Garrett Hill,682051,R,FF,2024,139,0.27,93.8,-2.4,6.3,5.3,-10.5,30.0,-16.8,-10.3,14.9,18.1,-16.4,2138,1.1,0.8,54.3,57.8
AAA,Garrett Hill,682051,R,SI,2023,211,-1.97,92.8,-2.7,6.3,5.4,-12.7,29.1,-17.9,-12.6,14.2,19.0,-17.5,2167,-1.3,-1.0,44.7,51.1
AAA,Garrett Hill,682051,R,SI,2024,146,-1.35,93.9,-2.4,6.3,5.3,-13.1,30.3,-18.1,-12.8,13.8,19.0,-17.7,2156,-1.1,-1.0,43.9,49.4
AAA,Garrett Schoenle,676881,L,SI,2024,36,3.53,92.2,-1.8,6.4,5.9,-9.9,28.0,-15.6,-9.8,16.2,19.0,-15.3,2242,1.7,1.0,48.8,54.4
AAA,Garrett Stallings,668831,R,FF,2023,114,-4.67,92.3,-1.1,6.4,5.8,-6.9,28.0,-19.0,-7.0,13.1,14.9,-19.1,1786,1.5,0.9,46.2,39.3
AAA,Garrett Stallings,668831,R,FF,2024,218,-1.13,91.5,-0.8,6.6,5.8,-6.0,27.3,-17.1,-6.0,15.2,16.4,-17.2,1932,1.6,0.7,46.5,43.1
AAA,Garrett Stallings,668831,R,SI,2023,328,0.11,92.6,-1.2,6.4,5.7,-14.1,27.5,-23.8,-13.9,8.3,16.4,-23.5,1786,-3.7,-4.3,43.8,39.5
AAA,Garrett Stallings,668831,R,SI,2024,289,0.62,91.8,-1.0,6.5,5.7,-13.8,27.8,-22.6,-13.9,9.6,16.9,-22.6,1888,-4.6,-4.5,43.0,38.8
AAA,Garrett Whitlock,676477,R,SI,2023,121,-1.07,93.1,-1.4,7.3,5.8,-16.0,29.3,-18.2,-15.2,13.4,20.2,-17.1,2011,0.0,0.0,48.0,49.9
AAA,Garrett Whitlock,676477,R,SI,2024,25,6.88,93.1,-1.3,7.2,5.5,-18.3,31.0,-24.7,-17.9,7.2,19.3,-23.6,1948,-0.2,-0.6,45.1,53.3
AAA,Garrett Williams,624526,L,FF,2023,424,-1.49,90.4,-2.4,6.1,5.1,-2.5,24.3,-24.8,-2.5,7.6,8.5,-25.8,2242,3.8,2.3,50.1,43.8
AAA,Garvin Alston,664691,L,FF,2024,90,-3.27,91.8,-1.7,6.2,6.1,-6.2,28.2,-18.3,-6.1,14.2,15.6,-18.6,2100,1.3,0.6,45.4,45.0
AAA,Gavin Hollowell,668970,R,FF,2023,145,4.16,93.4,-2.6,6.9,5.1,-9.5,25.5,-19.8,-8.8,11.5,14.6,-18.6,2553,3.5,3.5,61.5,52.9
AAA,Gavin Hollowell,668970,R,FF,2024,197,1.99,93.1,-2.8,6.7,4.9,-8.2,25.9,-21.4,-7.9,10.3,13.5,-20.5,2586,3.6,4.2,63.2,49.6
AAA,Gavin Hollowell,668970,R,SI,2023,104,-0.38,93.7,-2.5,6.9,5.1,-16.2,27.2,-27.5,-15.1,4.4,15.9,-25.9,2443,-1.4,-3.3,37.4,37.9
AAA,Gavin Hollowell,668970,R,SI,2024,122,0.07,93.7,-2.8,6.6,4.9,-16.8,28.2,-30.0,-16.1,2.0,16.2,-28.4,2514,-1.1,-4.0,40.9,40.1
AAA,Gavin Stone,694813,R,FF,2022,171,2.79,95.2,-2.2,6.4,5.8,-7.1,29.2,-15.7,-6.6,15.5,17.2,-14.9,2177,2.7,1.4,57.0,53.3
AAA,Gavin Stone,694813,R,FF,2023,593,-2.19,94.1,-2.1,6.5,5.6,-7.3,28.4,-16.1,-7.0,15.4,17.0,-15.4,2150,2.9,1.6,58.2,53.1
AAA,Gavin Stone,694813,R,SI,2023,87,3.95,94.3,-1.8,6.5,5.6,-14.3,28.1,-21.0,-13.7,10.7,17.6,-19.7,2031,-4.4,-3.9,41.8,42.6
AAA,Gavin Williams,668909,R,FF,2023,479,0.7,97.0,-2.5,7.3,6.1,-10.9,31.8,-13.1,-9.5,16.8,19.3,-11.4,2235,1.5,0.9,56.2,68.9
AAA,Gavin Williams,668909,R,FF,2024,163,0.21,95.9,-3.0,7.1,5.9,-13.6,30.0,-14.8,-12.1,15.6,19.7,-13.4,2295,1.4,1.2,51.0,62.7
AAA,Geoff Hartlieb,664129,R,FF,2023,239,3.9,95.8,-2.6,6.4,5.8,-8.3,28.9,-16.7,-7.7,14.3,16.2,-15.4,2396,3.6,2.7,68.6,56.8
AAA,Geoff Hartlieb,664129,R,FF,2024,198,-2.22,96.0,-2.9,6.4,5.9,-5.8,25.9,-19.4,-5.3,11.5,13.0,-17.6,2454,3.2,1.9,66.0,59.3
AAA,Geoff Hartlieb,664129,R,SI,2023,261,-0.24,93.7,-2.9,6.4,5.5,-17.0,28.5,-25.8,-16.4,6.1,17.7,-24.9,2282,-2.4,-4.5,40.1,39.8
AAA,Geoff Hartlieb,664129,R,SI,2024,273,0.25,94.4,-3.1,6.4,5.7,-13.4,26.1,-26.0,-12.7,5.9,14.1,-24.6,2267,-2.3,-3.6,39.5,43.7
AAA,George Soriano,666277,R,FF,2022,27,1.26,97.8,-2.0,6.1,5.1,-9.9,31.9,-17.9,-8.9,12.7,15.5,-16.2,2238,3.2,2.7,71.3,53.7
AAA,George Soriano,666277,R,FF,2023,220,-2.05,95.0,-1.9,6.2,5.4,-7.6,28.4,-20.2,-7.1,11.4,13.9,-19.1,2134,2.8,2.2,61.5,44.8
AAA,George Soriano,666277,R,FF,2024,295,-1.26,94.7,-1.6,6.2,5.1,-9.4,29.1,-20.1,-8.9,11.5,14.9,-19.1,2162,2.4,2.5,63.1,50.6
AAA,Gerardo Reyes,622103,R,FF,2022,506,0.56,95.7,-1.3,5.6,5.5,-10.0,28.1,-18.1,-9.5,13.3,16.6,-17.1,2425,1.7,1.4,56.9,50.3
AAA,Gerardo Reyes,622103,R,FF,2023,406,-0.2,96.5,-1.4,5.6,5.6,-9.0,29.6,-16.2,-8.4,15.0,17.2,-15.1,2441,2.4,1.6,62.9,54.9
AAA,Gerardo Reyes,622103,R,FF,2024,539,2.06,95.5,-1.4,5.5,5.5,-10.9,29.3,-16.6,-10.4,14.9,18.1,-15.9,2409,1.8,1.5,62.5,55.4
AAA,Gerardo Reyes,622103,R,SI,2022,76,-3.14,95.8,-1.4,5.6,5.5,-15.5,29.0,-23.8,-14.8,8.0,16.7,-22.8,2271,-2.2,-3.0,42.5,43.3
AAA,Gerardo Reyes,622103,R,SI,2023,35,-2.4,94.8,-1.6,5.7,5.7,-15.8,27.4,-23.2,-14.8,8.5,17.6,-22.4,2322,-2.6,-3.5,39.5,44.2
AAA,Gerardo Reyes,622103,R,SI,2024,42,-2.6,94.0,-1.4,5.4,5.6,-14.7,27.5,-22.4,-14.4,9.8,17.6,-22.2,2334,-2.0,-2.5,39.9,44.7
AAA,Geronimo Franzua,601980,L,FF,2024,552,-0.26,93.3,-0.6,4.8,6.8,-4.1,28.8,-15.1,-4.2,17.6,18.2,-15.6,2318,3.6,1.2,52.5,58.6
AAA,Geronimo Franzua,601980,L,SI,2024,77,-0.99,92.5,-0.7,4.9,6.8,-11.9,28.3,-18.6,-12.2,14.0,18.8,-19.6,2241,-4.6,-2.9,38.6,30.3
AAA,Gerrit Cole,543037,R,FF,2024,38,1.76,94.4,-2.3,6.2,6.2,-7.6,31.2,-13.2,-7.2,18.5,19.7,-12.9,2379,2.8,1.3,61.8,64.4
AAA,Gerson Garabito,642520,R,FF,2024,329,2.53,94.0,-2.0,6.6,5.7,-5.9,27.1,-16.8,-5.6,14.9,16.1,-15.9,2389,3.9,1.9,63.3,50.3
AAA,Gerson Garabito,642520,R,SI,2024,188,-0.27,92.8,-2.0,6.5,5.6,-13.8,26.8,-25.0,-13.4,7.2,15.6,-24.5,2310,-3.9,-4.8,39.3,38.4
AAA,Gerson Moreno,642575,R,SI,2023,829,1.51,95.0,-2.4,6.4,5.4,-10.6,31.0,-15.9,-10.1,15.5,18.4,-14.9,2188,2.5,1.9,59.2,61.6
AAA,Gerson Moreno,642575,R,SI,2024,453,-0.23,94.7,-2.6,6.3,5.3,-10.2,28.2,-19.0,-9.8,12.6,15.9,-17.9,2123,1.6,1.4,56.6,51.6
AAA,Giovanny Gallegos,606149,R,FF,2024,152,1.06,92.4,-1.6,5.7,6.9,-7.9,28.4,-15.2,-8.0,17.5,19.4,-15.6,2313,-0.4,-0.2,43.9,48.6
AAA,Glenn Otto,657248,R,FF,2022,63,3.49,93.0,-1.8,7.0,6.1,-4.5,27.1,-15.6,-4.2,15.8,16.4,-14.9,2293,4.1,1.6,54.7,45.5
AAA,Glenn Otto,657248,R,FF,2023,281,-0.56,92.8,-1.6,6.9,6.1,-3.4,25.9,-16.0,-3.4,15.6,16.0,-15.4,2376,3.4,1.1,55.1,43.2
AAA,Glenn Otto,657248,R,FF,2024,147,-2.28,93.8,-2.8,6.8,6.0,-2.1,26.0,-18.6,-1.9,12.6,14.4,-17.4,2368,4.1,0.5,57.7,50.4
AAA,Glenn Otto,657248,R,SI,2022,25,-2.76,92.9,-1.9,6.9,5.9,-14.4,29.3,-24.2,-14.2,7.7,16.4,-23.5,2236,-5.2,-5.9,44.1,36.4
AAA,Glenn Otto,657248,R,SI,2023,93,-0.31,92.6,-2.2,6.8,5.9,-12.0,25.5,-20.8,-11.4,10.8,15.7,-20.2,2314,-3.8,-2.9,40.7,40.3
AAA,Gordon Graceffo,700669,R,FF,2023,825,-0.79,94.1,-1.6,6.4,6.2,-8.9,28.8,-16.2,-8.5,15.4,17.7,-15.6,2022,0.7,0.4,45.5,51.1
AAA,Gordon Graceffo,700669,R,FF,2024,1058,-0.06,92.5,-1.6,6.5,6.1,-7.9,27.7,-16.7,-7.7,15.4,17.4,-16.5,1971,1.1,0.6,43.7,45.8
AAA,Graham Ashcraft,668933,R,FC,2024,58,-1.14,95.8,-0.3,5.4,6.5,0.8,28.3,-21.8,0.7,9.8,10.0,-20.7,2399,4.0,0.5,45.0,34.8
AAA,Graham Ashcraft,668933,R,SI,2024,33,-3.73,92.3,-0.6,5.5,6.3,-10.7,29.0,-23.5,-10.4,8.5,13.8,-23.7,2136,-3.2,-2.7,34.3,30.3
AAA,Grant Anderson,681982,R,FF,2023,197,1.2,92.2,-2.8,6.6,4.5,-12.4,26.2,-21.4,-12.4,10.7,16.5,-20.8,2313,2.5,4.0,63.9,61.5
AAA,Grant Anderson,681982,R,FF,2024,185,1.66,92.3,-2.7,6.2,4.3,-13.1,26.6,-23.3,-13.1,8.8,15.9,-23.3,2346,2.3,4.8,66.8,56.9
AAA,Grant Anderson,681982,R,SI,2022,97,-1.43,91.5,-2.9,6.6,4.5,-18.2,27.1,-30.5,-18.2,1.7,18.5,-30.6,2120,-1.4,-5.6,42.0,42.0
AAA,Grant Anderson,681982,R,SI,2023,149,3.47,91.6,-2.9,6.6,4.5,-16.1,26.3,-31.0,-16.2,1.2,16.3,-30.8,2140,-1.3,-5.6,42.7,43.5
AAA,Grant Anderson,681982,R,SI,2024,76,-1.5,91.9,-2.5,6.2,4.3,-15.4,26.6,-33.4,-15.6,-1.2,15.9,-34.0,2178,-0.6,-6.0,43.6,33.8
AAA,Grant Black,667176,R,FF,2023,775,-0.19,92.9,-2.2,6.3,5.8,-11.9,29.0,-18.4,-11.6,13.8,18.1,-18.2,2202,2.5,2.5,52.6,52.4
AAA,Grant Black,667176,R,SI,2023,28,-7.18,91.6,-2.1,6.3,5.7,-16.8,28.0,-25.6,-17.2,6.7,18.4,-26.0,2098,-2.3,-4.2,38.5,35.4
AAA,Grant Dayton,594795,L,FF,2022,429,0.17,90.2,-2.9,6.5,5.7,-6.7,24.3,-16.5,-6.8,16.2,17.6,-17.0,2204,1.6,0.8,51.3,45.4
AAA,Grant Gambrell,669183,R,FF,2024,94,5.16,92.4,-1.5,6.5,5.8,-10.8,29.2,-17.7,-10.8,14.4,18.0,-17.7,2263,2.3,2.1,51.2,53.4
AAA,Grant Gambrell,669183,R,SI,2023,69,4.2,91.7,-1.8,6.5,5.5,-15.0,28.5,-26.2,-15.2,6.0,16.4,-26.8,2210,-1.6,-3.2,37.5,31.5
AAA,Grant Gambrell,669183,R,SI,2024,341,-0.87,91.5,-1.7,6.6,5.5,-15.1,27.5,-27.2,-15.2,5.2,16.0,-27.4,2256,-2.1,-4.2,37.6,32.7
AAA,Grant Gavin,667050,R,FF,2022,266,-1.98,92.4,0.3,6.1,6.1,-5.8,26.1,-16.8,-5.8,15.4,16.5,-16.6,2306,1.0,0.4,42.3,43.2
AAA,Grant Gavin,667050,R,FF,2024,226,-1.35,91.4,-0.3,6.1,6.0,-4.0,26.9,-18.5,-4.1,14.0,15.0,-18.8,2365,1.4,0.4,45.7,39.4
AAA,Grant Hartwig,701643,R,SI,2023,236,-0.37,94.6,-1.4,6.0,5.3,-19.0,30.0,-25.3,-18.1,6.6,19.4,-24.2,2106,-1.1,-2.6,41.5,44.0
AAA,Grant Hartwig,701643,R,SI,2024,286,1.92,94.6,-1.8,5.9,5.1,-18.7,29.8,-27.4,-18.0,4.7,18.6,-26.4,2048,-1.1,-3.2,41.5,43.1
AAA,Grant Holman,680880,R,FF,2024,214,3.22,94.6,-1.8,7.1,6.2,-7.7,26.8,-16.4,-7.0,14.4,16.1,-14.9,1944,1.3,0.7,44.8,45.0
AAA,Grant Holmes,656550,R,FF,2022,391,-1.07,94.3,-2.5,5.8,5.9,-6.9,27.5,-16.7,-6.7,15.1,16.5,-16.3,2210,2.0,1.0,58.4,52.7
AAA,Grant Holmes,656550,R,FF,2023,581,0.34,94.0,-2.4,5.9,6.0,-6.4,28.8,-16.5,-6.2,15.4,16.6,-16.1,2193,3.0,1.5,58.6,50.4
AAA,Grant Holmes,656550,R,FF,2024,232,-0.27,95.4,-2.4,5.9,5.9,-6.2,29.5,-16.4,-5.9,15.0,16.1,-15.6,2331,2.7,1.4,63.3,48.4
AAA,Grant Holmes,656550,R,SI,2022,35,-3.0,93.8,-2.7,5.8,5.8,-14.2,26.4,-23.5,-13.8,8.4,16.0,-23.1,2270,-4.8,-5.4,39.9,36.1
AAA,Grant Wolfram,664991,L,FF,2023,96,-3.04,94.0,-2.2,6.3,6.3,-2.0,26.2,-19.3,-1.8,12.1,12.8,-18.3,2262,2.8,0.8,47.0,42.3
AAA,Grant Wolfram,664991,L,FF,2024,306,1.06,94.5,-2.0,6.1,6.2,-3.8,28.1,-19.4,-3.6,12.1,12.9,-18.6,2294,3.4,1.3,53.6,41.8
AAA,Grant Wolfram,664991,L,SI,2024,88,-1.68,94.7,-2.0,6.2,6.1,-12.1,28.8,-20.8,-11.5,10.7,16.1,-19.7,2290,-3.2,-2.7,40.6,48.1
AAA,Grayson Rodriguez,680570,R,FF,2022,81,2.33,96.3,-2.0,7.1,6.1,-11.7,31.4,-13.1,-10.6,17.2,20.0,-11.7,2181,0.0,0.0,49.5,66.8
AAA,Grayson Rodriguez,680570,R,FF,2023,350,1.8,97.0,-2.5,7.1,5.9,-13.2,31.2,-15.0,-11.7,15.1,19.2,-13.3,2251,0.8,0.6,50.2,69.7
AAA,Greg Weissert,669711,R,FF,2023,125,4.42,94.1,-3.3,6.1,5.2,-8.2,28.1,-17.7,-8.0,13.8,16.3,-17.2,2268,3.4,2.6,65.6,59.5
AAA,Greg Weissert,669711,R,SI,2023,249,2.99,93.9,-3.5,6.0,5.1,-16.5,28.8,-26.9,-16.1,5.2,17.1,-26.1,2084,-2.9,-5.4,42.8,37.3
AAA,Gregory Santos,666619,R,FF,2022,213,-2.06,98.8,-0.9,6.6,6.4,-4.7,31.3,-20.9,-4.1,9.7,11.4,-17.9,2470,0.5,0.2,44.4,38.7
AAA,Gregory Santos,666619,R,SI,2024,25,3.6,96.4,-1.4,6.5,5.9,-13.6,32.2,-24.0,-12.2,7.7,14.7,-22.1,2327,-3.3,-3.7,41.8,40.3
AAA,Griff McGarry,676046,R,FF,2023,101,-9.4,93.6,-2.4,7.1,5.0,-10.8,30.0,-16.0,-10.2,15.4,18.4,-15.3,2352,2.9,2.4,60.2,66.9
AAA,Griff McGarry,676046,R,FF,2024,356,0.16,94.1,-1.6,7.1,5.2,-7.8,30.6,-15.1,-7.3,16.0,17.7,-14.0,2396,2.7,1.4,65.0,56.9
AAA,Guillo Zuñiga,670871,R,FF,2023,325,-1.14,97.8,-2.3,5.9,6.0,-10.1,31.6,-16.9,-9.1,13.9,16.6,-15.4,2381,2.9,2.6,62.2,57.7
